name,enabled,postOnly,priceIncrement,sizeIncrement,minProvideSize,last,bid,ask,price,type,baseCurrency,isEtfMarket,quoteCurrency,underlying,restricted,highLeverageFeeExempt,largeOrderThreshold,change1h,change24h,changeBod,quoteVolume24h,volumeUsd24h,priceHigh24h,priceLow24h,tokenizedEquity
MKRBEAR/USD,True,False,5e-08,1000.0,1000.0,0.00012135,0.00010755,0.00011155,0.00011155,spot,MKRBEAR,True,USD,,False,True,500.0,-0.004462293618920125,-0.07771806531624638,0.0004484304932735426,2079.9963,2079.9963,0.00012815,0.00010945,
MKRBULL/USD,True,False,0.001,0.1,0.1,1.9685,2.321,2.413,2.321,spot,MKRBULL,True,USD,,False,True,500.0,0.0008624407072013799,0.061513834895952434,-0.0021496130696474634,165.49265,165.49265,2.376,1.9685,
OKBBEAR/USD,True,False,1e-08,1000000.0,1000000.0,5e-08,5e-08,1e-07,5e-08,spot,OKBBEAR,True,USD,,False,True,500.0,0.0,0.0,0.0,0.0,0.0,5e-08,5e-08,
OKBBULL/USD,True,False,0.0025,0.01,0.01,5.4575,5.335,5.5075,5.4575,spot,OKBBULL,True,USD,,False,True,500.0,0.006918819188191882,0.1231734924881663,0.0,15.327325,15.327325,5.807,4.801,
OKBHALF/USD,True,False,1.0,1e-05,1e-05,20031.0,19865.0,19925.0,19925.0,spot,OKBHALF,True,USD,,False,True,500.0,-0.0013532477947072975,0.017360224661730917,0.0007031289237105117,0.0,0.0,20119.0,19471.0,
OKBHEDGE/USD,True,False,0.001,0.01,0.01,14.569,13.524,13.667,13.667,spot,OKBHEDGE,True,USD,,False,True,500.0,0.0010987401113389979,-0.034407234703970606,0.0,0.0,0.0,14.569,13.305,
PAXGBEAR/USD,True,False,2.5,1e-05,1e-05,7907.5,8070.0,8267.5,8070.0,spot,PAXGBEAR,True,USD,,False,True,500.0,0.0003098853424233034,0.04129032258064516,0.0,5.139875,5.139875,8155.0,7750.0,
PAXGBULL/USD,True,False,1.0,1e-05,1e-05,4331.0,4318.0,4376.0,4331.0,spot,PAXGBULL,True,USD,,False,True,500.0,0.0,-0.051882661996497374,0.0,4229.65232,4229.65232,4568.0,4331.0,
PAXGHALF/USD,True,False,0.25,1e-05,1e-05,5554.0,5399.75,5427.0,5427.0,spot,PAXGHALF,True,USD,,False,True,500.0,0.0002303828963737732,-0.009174311926605505,0.0003225657803787844,0.0,0.0,5554.0,5416.0,
PAXGHEDGE/USD,True,False,0.5,1e-05,1e-05,5115.0,5344.5,5386.5,5344.5,spot,PAXGHEDGE,True,USD,,False,True,500.0,-0.00046755189826070694,0.01809696161539194,0.0,0.0,0.0,5363.0,5115.0,
PRIVBEAR/USD,True,False,5e-06,10.0,10.0,0.0075425,0.01032,0.01073,0.01032,spot,PRIVBEAR,True,USD,,False,True,500.0,-0.0055408335340881715,0.08574434508153603,0.0,0.0,0.0,0.0107975,0.00911,
PRIVBULL/USD,True,False,0.0005,0.1,0.1,1.506,1.532,1.5575,1.532,spot,PRIVBULL,True,USD,,False,True,500.0,-0.005840363400389357,-0.10014684287812041,-0.00097815454841865,502.23935,502.23935,1.75,1.4805,
PRIVHALF/USD,True,False,0.5,1e-05,1e-05,12989.5,12297.5,12338.0,12338.0,spot,PRIVHALF,True,USD,,False,True,500.0,-0.0010929846577338784,-0.014772818014852671,-4.0523564452729265e-05,0.0,0.0,12989.5,12248.5,
PRIVHEDGE/USD,True,False,0.025,0.001,0.001,270.125,297.725,299.425,297.725,spot,PRIVHEDGE,True,USD,,False,True,500.0,0.001261140070623844,0.028322251964424488,0.0004200268817204301,0.0,0.0,302.125,276.325,
SUSHIBEAR/USD,True,False,1e-08,10000000.0,10000000.0,1e-08,1e-08,2e-08,1e-08,spot,SUSHIBEAR,True,USD,,False,True,500.0,0.0,0.0,0.0,0.0,0.0,1e-08,1e-08,
SUSHIBULL/USD,True,False,1e-08,1000000.0,1000000.0,1e-07,1e-07,1.1e-07,1e-07,spot,SUSHIBULL,True,USD,,False,True,500.0,0.0,0.0,0.0,88.2,88.2,1e-07,1e-07,
SXPBEAR/USD,True,False,1e-08,10000000.0,10000000.0,1e-08,1e-08,2e-08,1e-08,spot,SXPBEAR,True,USD,,False,True,500.0,0.0,0.0,0.0,0.0,0.0,1e-08,1e-08,
SXPBULL/USD,True,False,1e-08,10000.0,10000.0,3.123e-05,3.12e-05,3.15e-05,3.123e-05,spot,SXPBULL,True,USD,,False,True,500.0,-0.007941550190597205,0.04798657718120805,-0.00159846547314578,4174.4359,4174.4359,3.272e-05,2.659e-05,
SXPHALF/USD,True,False,0.5,1e-05,1e-05,10697.5,10231.5,10257.5,10257.5,spot,SXPHALF,True,USD,,False,True,500.0,-0.001265761160605618,0.008405426661423515,-4.8742444921037236e-05,0.0,0.0,10697.5,9976.0,
SXPHALF/USDT,True,False,0.5,1e-05,1e-05,10255.5,10230.0,10258.5,10255.5,spot,SXPHALF,True,USDT,,False,True,500.0,0.0,0.00830793432307541,0.0,30.048615,30.045459895425,10441.5,9975.0,
SXPHEDGE/USD,True,False,0.25,0.0001,0.0001,45.5,48.5,49.0,48.5,spot,SXPHEDGE,True,USD,,False,True,500.0,0.0051813471502590676,-0.02512562814070352,0.0,34.73935,34.73935,51.25,45.5,
THETABEAR/USD,True,False,1e-08,100000000.0,100000000.0,1e-08,2e-08,1e-08,1e-08,spot,THETABEAR,True,USD,,False,True,500.0,0.0,0.0,0.0,0.0,0.0,1e-08,1e-08,
THETABULL/USD,True,False,2.5e-05,1.0,1.0,0.086525,0.08625,0.08695,0.086525,spot,THETABULL,True,USD,,False,True,500.0,-0.0023061400980109543,-0.0668643839309787,0.0,55905.729825,55905.729825,0.0952,0.07935,
THETAHALF/USD,True,False,1.0,1e-05,1e-05,24328.0,20307.0,20405.0,20405.0,spot,THETAHALF,True,USD,,False,True,500.0,-0.0007835071739875618,-0.010810548768663952,-0.00014700117600940807,0.0,0.0,20956.0,20134.0,
THETAHEDGE/USD,True,False,0.0025,0.01,0.01,19.44,19.085,19.26,19.26,spot,THETAHEDGE,True,USD,,False,True,500.0,0.0006494349915573451,0.023107569721115537,-0.0007782101167315176,37.3512,37.3512,19.61,18.6575,
TOMOBEAR2021/USD,True,False,0.0005,0.1,0.1,1.41,1.389,1.425,1.41,spot,TOMOBEAR2021,True,USD,,False,True,500.0,0.0,0.16049382716049382,0.0,4624.78415,4624.78415,1.4795,1.1325,
TOMOBULL/USD,True,False,1e-08,10000.0,10000.0,4.26e-06,4.08e-06,4.17e-06,4.17e-06,spot,TOMOBULL,True,USD,,False,True,500.0,0.027093596059113302,-0.13664596273291926,0.0,640.5854,640.5854,5.22e-06,3.79e-06,
TOMOHALF/USD,True,False,0.5,1e-05,1e-05,15227.0,13949.0,14001.5,14001.5,spot,TOMOHALF,True,USD,,False,True,500.0,-0.00021421685886679283,-0.02577929306985806,0.0,0.0,0.0,14774.0,13817.0,
TOMOHEDGE/USD,True,False,0.001,0.01,0.01,10.192,10.125,10.195,10.192,spot,TOMOHEDGE,True,USD,,False,True,500.0,-0.00019619383951343929,0.04780507864706487,0.0005890437855880621,164.73151,164.73151,10.432,9.454,
TRXBEAR/USD,True,False,1e-08,1000000.0,1000000.0,1.4e-07,1.2e-07,1.3e-07,1.3e-07,spot,TRXBEAR,True,USD,,False,True,500.0,-0.07142857142857142,0.08333333333333333,0.0,3569.779,3569.779,1.4e-07,1.1e-07,
TRXBULL/USD,True,False,1e-05,1.0,1.0,0.04376,0.0449,0.04523,0.0449,spot,TRXBULL,True,USD,,False,True,500.0,0.0739057641712509,-0.09585179218687072,-0.0022222222222222222,7080.37716,7080.37716,0.05357,0.03498,
TRXHALF/USD,True,False,1.0,1e-05,1e-05,17580.0,17950.0,17983.0,17950.0,spot,TRXHALF,True,USD,,False,True,500.0,0.010812028381574502,-0.014494345009333479,0.001506444233666239,0.0,0.0,18474.0,17350.0,
TRXHEDGE/USD,True,False,0.005,0.001,0.001,54.95,53.26,53.43,53.43,spot,TRXHEDGE,True,USD,,False,True,500.0,-0.021338950453338217,0.028192052342923123,-0.00289260054119623,4293.76983,4293.76983,56.91,50.495,
TRYBBEAR/USD,True,False,1.0,1e-05,1e-05,3795.0,3623.0,3925.0,3795.0,spot,TRYBBEAR,True,USD,,False,True,500.0,0.0,0.0,0.0,0.0,0.0,3795.0,3795.0,
TRYBBULL/USD,True,False,1.0,0.0001,0.0001,2744.0,2690.0,2842.0,2744.0,spot,TRYBBULL,True,USD,,False,True,500.0,0.0,0.0,0.0,0.0,0.0,2744.0,2744.0,
TRYBHALF/USD,True,False,0.25,1e-05,1e-05,5762.75,5828.0,5916.25,5828.0,spot,TRYBHALF,True,USD,,False,True,500.0,8.58000858000858e-05,0.003227611137410165,0.0,0.0,0.0,5840.0,5762.75,
TRYBHEDGE/USD,True,False,0.5,1e-05,1e-05,4934.5,4768.0,4903.5,4903.5,spot,TRYBHEDGE,True,USD,,False,True,500.0,-0.000815078960774325,-0.0025427176566314076,0.0,0.0,0.0,4934.5,4903.5,
UNISWAPBEAR/USD,True,False,1e-05,1.0,1.0,0.037,0.03673,0.03893,0.037,spot,UNISWAPBEAR,True,USD,,False,True,500.0,-0.0005402485143165856,-0.11904761904761904,0.0,1968.89332,1968.89332,0.042,0.037,
UNISWAPBULL/USD,True,False,0.0025,0.01,0.01,7.4725,7.585,7.9375,7.585,spot,UNISWAPBULL,True,USD,,False,True,500.0,0.012683578104138851,0.09175962576466355,0.0,225.8388,225.8388,7.9425,6.9475,
USDTBEAR/USD,True,False,1.0,1e-05,1e-05,3384.0,3390.0,3420.0,3390.0,spot,USDTBEAR,True,USD,,False,True,500.0,0.0005903187721369539,0.0011813349084465446,0.0,0.0,0.0,3392.0,3384.0,
USDTBULL/USD,True,False,2.5,1e-05,1e-05,10035.0,10022.5,10110.0,10035.0,spot,USDTBULL,True,USD,,False,True,500.0,0.0,-0.00024906600249066,0.0,0.10035,0.10035,10037.5,10035.0,
USDTHALF/USD,True,False,0.25,1e-05,1e-05,6165.75,6150.0,6162.0,6162.0,spot,USDTHALF,True,USD,,False,True,500.0,-8.113590263691683e-05,0.0,0.0,0.0,0.0,6165.75,6160.5,
USDTHEDGE/USD,True,False,0.5,1e-05,1e-05,4157.0,4123.5,4138.5,4138.5,spot,USDTHEDGE,True,USD,,False,True,500.0,0.00048350054393811193,-0.00012080212611741966,0.00048350054393811193,0.0,0.0,4157.0,4135.5,
VETBEAR/USD,True,False,1e-08,100000.0,100000.0,2.07e-06,2.07e-06,2.11e-06,2.07e-06,spot,VETBEAR,True,USD,,False,True,500.0,0.0,0.050761421319796954,-0.004807692307692308,2737.29,2737.29,2.31e-06,1.84e-06,
VETBEAR/USDT,True,False,1e-08,100000.0,100000.0,2.28e-06,2.07e-06,2.11e-06,2.11e-06,spot,VETBEAR,True,USDT,,False,True,500.0,0.0,0.055,0.0,614.134,614.06951593,2.31e-06,1.85e-06,
VETBULL/USD,True,False,1e-06,10.0,10.0,0.003581,0.003466,0.003481,0.003481,spot,VETBULL,True,USD,,False,True,500.0,0.0,-0.05817099567099567,0.0011504170261719873,13709.83427,13709.83427,0.003955,0.003048,
VETBULL/USDT,True,False,1e-06,10.0,10.0,0.003552,0.003452,0.003499,0.003499,spot,VETBULL,True,USDT,,False,True,500.0,0.013909011880614315,-0.04789115646258504,0.002004581901489118,3404.21993,3403.86248690735,0.003918,0.003065,
VETHEDGE/USD,True,False,0.5,1e-05,1e-05,83.5,77.5,78.0,78.0,spot,VETHEDGE,True,USD,,False,True,500.0,-0.006369426751592357,0.0196078431372549,0.0,0.0,0.0,83.5,75.0,
XAUTBEAR/USD,True,False,1.0,1e-05,1e-05,3711.0,3692.0,3852.0,3711.0,spot,XAUTBEAR,True,USD,,False,True,500.0,0.0,0.0046020573903627505,0.0,0.0,0.0,3711.0,3650.0,
XAUTBULL/USD,True,False,2.5,1e-05,1e-05,6640.0,6657.5,6922.5,6657.5,spot,XAUTBULL,True,USD,,False,True,500.0,0.0026355421686746986,-0.048928571428571425,0.0,2312.273525,2312.273525,7075.0,6640.0,
XAUTHALF/USD,True,False,0.25,1e-05,1e-05,6237.0,6055.0,6106.0,6106.0,spot,XAUTHALF,True,USD,,False,True,500.0,0.0008605499323853624,-0.006387046906147024,0.0008605499323853624,0.0,0.0,6237.0,6099.25,
XAUTHEDGE/USD,True,False,0.5,1e-05,1e-05,4336.5,4469.0,4535.0,4469.0,spot,XAUTHEDGE,True,USD,,False,True,500.0,-0.0018983807928531547,0.014068527342863625,0.0,0.0,0.0,4479.0,4407.0,
XLMBEAR/USD,True,False,1e-05,10.0,10.0,0.02644,0.02643,0.02669,0.02644,spot,XLMBEAR,True,USD,,False,True,500.0,0.0037965072133637054,0.05506783719074222,-0.0007558578987150416,1236.9812,1236.9812,0.02752,0.0246,
XLMBULL/USD,True,False,1e-05,10.0,10.0,0.0282,0.02673,0.027,0.027,spot,XLMBULL,True,USD,,False,True,500.0,-0.015317286652078774,-0.0539593552908199,0.0,2175.0099,2175.0099,0.0291,0.02578,
XRPBEAR/USD,True,False,1e-08,1000000.0,1000000.0,1.1e-07,6e-08,9e-08,9e-08,spot,XRPBEAR,True,USD,,False,True,500.0,0.0,-0.18181818181818182,0.0,0.0,0.0,1.1e-07,9e-08,
XRPBEAR/USDT,True,False,1e-08,1000000.0,1000000.0,1.1e-07,6e-08,1.5e-07,1.1e-07,spot,XRPBEAR,True,USDT,,False,True,500.0,0.0,0.0,0.0,0.0,0.0,1.1e-07,1.1e-07,
XRPBULL/USD,True,False,5e-08,1000.0,1000.0,0.0002172,0.0002188,0.00022,0.0002188,spot,XRPBULL,True,USD,,False,True,500.0,0.0009149130832570906,0.036230168126923985,0.0,120113.6533,120113.6533,0.0002344,0.000202,
XRPBULL/USDT,True,False,5e-08,1000.0,1000.0,0.00021845,0.00021875,0.0002215,0.00021875,spot,XRPBULL,True,USDT,,False,True,500.0,0.001373311970702678,0.02699530516431925,0.0,3621.2095,3620.8292730025,0.0002342,0.00020325,
XRPHALF/USD,True,False,1.0,1e-05,1e-05,14288.0,14455.0,14487.0,14455.0,spot,XRPHALF,True,USD,,False,True,500.0,6.918500069185e-05,0.006055122494432071,-0.00020749757919490938,0.0,0.0,14632.0,14277.0,
XRPHEDGE/USD,True,False,0.005,0.001,0.001,51.06,51.745,51.875,51.745,spot,XRPHEDGE,True,USD,,False,True,500.0,-0.0005794302269435056,-0.01588056295169266,-0.00038636144112817543,100.3329,100.3329,53.275,50.635,
XTZBEAR/USD,True,False,1e-08,100000.0,100000.0,7.2e-07,7.1e-07,7.4e-07,7.2e-07,spot,XTZBEAR,True,USD,,False,True,500.0,0.0,0.09090909090909091,0.0,163.152,163.152,7.9e-07,6.5e-07,
XTZBEAR/USDT,True,False,1e-08,100000.0,100000.0,5.6e-07,7.1e-07,7.4e-07,7.1e-07,spot,XTZBEAR,True,USDT,,False,True,500.0,-0.013888888888888888,0.109375,0.0,0.0,0.0,7.9e-07,6.2e-07,
XTZBULL/USD,True,False,2.5e-07,100.0,100.0,0.000742,0.00074225,0.00075575,0.00074225,spot,XTZBULL,True,USD,,False,True,500.0,-0.0013454423141607804,-0.11107784431137725,0.0,3037.47205,3037.47205,0.000848,0.0006595,
XTZBULL/USDT,True,False,2.5e-07,100.0,100.0,0.000758,0.000738,0.00075575,0.00075575,spot,XTZBULL,True,USDT,,False,True,500.0,0.0019887305270135896,-0.0894578313253012,0.0,1454.63825,1454.48551298375,0.0008485,0.0006595,
XTZHALF/USD,True,False,0.5,1e-05,1e-05,8762.5,7561.0,7584.0,7584.0,spot,XTZHALF,True,USD,,False,True,500.0,0.00019782393669634025,-0.018125323666494046,0.0003957261574990107,0.0,0.0,8028.5,7437.5,
XTZHEDGE/USD,True,False,0.01,0.001,0.001,75.74,74.51,74.92,74.92,spot,XTZHEDGE,True,USD,,False,True,500.0,-0.0008002133902373967,0.042727905358385526,0.0,59.91034,59.91034,77.35,71.02,
ZECBEAR/USD,True,False,2.5e-06,10.0,10.0,0.006965,0.00688,0.007115,0.006965,spot,ZECBEAR,True,USD,,False,True,500.0,0.031469825990373936,0.0036023054755043226,0.0,9857.122825,9857.122825,0.0080825,0.0066575,
ZECBULL/USD,True,False,2.5e-06,10.0,10.0,0.0103075,0.0102,0.0102275,0.0102275,spot,ZECBULL,True,USD,,False,True,500.0,-0.03605089538171536,-0.0019516955354964625,-0.005590666018473505,17008.053075,17008.053075,0.0108,0.0083,
